pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
CU,10/3/22,76.8,-2.02,6.63,"Mikolas, Miles",609280,571945,,called_strike,,,,,9,Miguel Andujar flies out to right fielder Lars Nootbaar.,R,R,R,PIT,STL,S,,,2,1,2022,0.91,-1.39,0.7,1.58,,,,2,4,Bot,,,,,668800,,,4.095227242,-111.7147402,-1.004564294,6.620579979,24.31955987,-43.70847623,2.95,1.33,,,,76.1,2661,6.3,662309,571945,668800,502671,680977,660766,657557,572816,666185,663457,54.23,,,,,,,,28,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,28,0,-0.031
SL,10/3/22,87,-2.12,6.65,"Mikolas, Miles",609280,571945,,called_strike,,,,,8,Miguel Andujar flies out to right fielder Lars Nootbaar.,R,R,R,PIT,STL,S,,,2,0,2022,0.36,0.4,-0.07,1.73,,,,2,4,Bot,,,,,668800,,,4.166536081,-126.6139736,-6.482427986,3.098360287,24.53333067,-26.77772497,3.08,1.43,,,,87.3,2369,6.3,662309,571945,668800,502671,680977,660766,657557,572816,666185,663457,54.16,,,,,,,,28,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,190,0,-0.023
SL,10/3/22,86.6,-2.1,6.64,"Mikolas, Miles",609280,571945,,ball,,,,,7,Miguel Andujar flies out to right fielder Lars Nootbaar.,R,R,R,PIT,STL,B,,,1,0,2022,0.23,0.37,-0.49,1.55,,,,2,4,Bot,,,,,668800,,,3.369528215,-126.0277917,-6.721569555,1.785369558,24.24188497,-27.15020126,3.19,1.57,,,,86.5,2442,6.1,662309,571945,668800,502671,680977,660766,657557,572816,666185,663457,54.37,,,,,,,,28,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,167,0,0.023
FF,10/3/22,92.9,-2.22,6.61,"Mikolas, Miles",609280,571945,,ball,,,,,12,Miguel Andujar flies out to right fielder Lars Nootbaar.,R,R,R,PIT,STL,B,,,0,0,2022,-0.31,1.06,0.93,2.32,,,,2,4,Bot,,,,,668800,,,8.700825363,-134.8347271,-7.518744212,-5.597356199,28.98631283,-17.73498811,3.08,1.48,,,,92.8,2238,6.3,662309,571945,668800,502671,680977,660766,657557,572816,666185,663457,54.16,,,,,,,,28,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,210,0,0.015
FF,10/3/22,91.4,-1.87,6.76,"Mikolas, Miles",663647,571945,field_out,hit_into_play,,,,,6,"Ke'Bryan Hayes grounds out, second baseman Brendan Donovan to first baseman Paul Goldschmidt.",R,R,R,PIT,STL,X,4,ground_ball,0,0,2022,-0.28,1.26,0.67,2.19,,,,1,4,Bot,148.25,154.19,,,668800,,,6.956914737,-132.7672786,-8.32077557,-4.721462755,27.65259991,-15.70595455,3.22,1.54,22,83.2,-4,91.1,2198,6.2,662309,571945,668800,502671,680977,660766,657557,572816,666185,663457,54.34,0.16,0.156,0,1,0,0,2,27,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,215,-0.019,-0.156
CU,10/3/22,76.2,-1.86,6.69,"Mikolas, Miles",668804,571945,field_out,hit_into_play,,,,,6,Bryan Reynolds pops out to first baseman Paul Goldschmidt in foul territory.,R,L,R,PIT,STL,X,3,popup,1,1,2022,0.7,-1.3,0.65,2.51,,,,0,4,Bot,175.48,166.29,,,668800,,,4.02222343,-110.9235111,0.680553749,4.936844174,21.81686372,-43.21494998,3.16,1.53,150,93.7,65,76,2564,6.3,662309,571945,668800,502671,680977,660766,657557,572816,666185,663457,54.17,0.017,0.022,0,1,0,0,3,26,3,Curveball,0,0,0,0,0,0,0,0,Strategic,Standard,29,-0.027,-0.212
CU,10/3/22,76.2,-1.93,6.71,"Mikolas, Miles",668804,571945,,ball,,,,,14,Bryan Reynolds pops out to first baseman Paul Goldschmidt in foul territory.,R,L,R,PIT,STL,B,,,0,1,2022,0.78,-1.15,0.72,1.1,,,,0,4,Bot,,,,,668800,,,4.160635651,-110.7969719,-2.588569348,5.547934773,22.0501151,-41.26256997,3.01,1.38,,,,76,2550,6.4,662309,571945,668800,502671,680977,660766,657557,572816,666185,663457,54.07,,,,,,,,26,2,Curveball,0,0,0,0,0,0,0,0,Strategic,Standard,32,0,0.025
SI,10/3/22,92.9,-2.21,6.49,"Mikolas, Miles",668804,571945,,called_strike,,,,,6,Bryan Reynolds pops out to first baseman Paul Goldschmidt in foul territory.,R,L,R,PIT,STL,S,,,0,0,2022,-1.26,1.03,0.38,2.02,,,,0,4,Bot,,,,,668800,,,9.375474167,-134.8536425,-7.892973416,-17.43441188,29.47898421,-17.95002059,3.06,1.48,,,,92.6,2225,6.3,662309,571945,668800,502671,680977,660766,657557,572816,666185,663457,54.24,,,,,,,,26,1,Sinker,0,0,0,0,0,0,0,0,Strategic,Standard,209,0,-0.034
SI,9/27/22,94.2,-2.14,6.61,"Mikolas, Miles",543939,571945,field_out,hit_into_play,,,,,4,"Kolten Wong grounds out, second baseman Tommy Edman to first baseman Paul Goldschmidt.",R,L,R,MIL,STL,X,4,ground_ball,1,2,2022,-1.5,0.95,-0.59,1.99,,,,2,6,Bot,148.15,157.75,,,668800,,,7.301235062,-136.7758096,-8.373391156,-20.37420344,29.47555021,-18.62826357,3.1,1.43,6,95,-19,93.9,2307,6.2,661155,571945,668800,502671,669242,571448,657557,572816,666185,663457,54.29,0.134,0.126,0,1,0,0,2,53,5,Sinker,1,6,1,6,6,1,1,6,Strategic,Standard,211,-0.003,-0.07
FF,9/27/22,94.8,-1.99,6.64,"Mikolas, Miles",543939,571945,,foul,,,,,1,"Kolten Wong grounds out, second baseman Tommy Edman to first baseman Paul Goldschmidt.",R,L,R,MIL,STL,S,,,1,2,2022,-0.47,1.31,-0.61,2.81,,,,2,6,Bot,,,,,668800,,,4.672559468,-137.8734044,-7.205155432,-7.119744694,32.43819885,-14.05155636,3.1,1.43,223,88.4,16,94.5,2410,6.3,661155,571945,668800,502671,669242,571448,657557,572816,666185,663457,54.24,,,,,,,,53,4,4-Seam Fastball,1,6,1,6,6,1,1,6,Infield shift,Standard,213,0,0
SL,9/27/22,88.9,-2.24,6.61,"Mikolas, Miles",543939,571945,,swinging_strike,,,,,11,"Kolten Wong grounds out, second baseman Tommy Edman to first baseman Paul Goldschmidt.",R,L,R,MIL,STL,S,,,1,1,2022,-0.03,1.08,-0.21,3.26,,,,2,6,Bot,,,,,668800,,,5.067658856,-129.4507598,-4.455834525,-1.401849593,25.74608263,-19.31887561,3.1,1.43,,,,89.2,2294,6.3,661155,571945,668800,502671,669242,571448,657557,572816,666185,663457,54.16,,,,,,,,53,3,Slider,1,6,1,6,6,1,1,6,Strategic,Standard,202,0,-0.023
CU,9/27/22,76.2,-2.03,6.72,"Mikolas, Miles",543939,571945,,ball,,,,,14,"Kolten Wong grounds out, second baseman Tommy Edman to first baseman Paul Goldschmidt.",R,L,R,MIL,STL,B,,,0,1,2022,0.3,-1.43,0.85,0.25,,,,2,6,Bot,,,,,668800,,,5.534996532,-110.7066338,-3.812388958,1.212591955,23.57194688,-43.21142867,3.01,1.42,,,,75.6,2499,6.4,661155,571945,668800,502671,669242,571448,657557,572816,666185,663457,54.09,,,,,,,,53,2,Curveball,1,6,1,6,6,1,1,6,Standard,Standard,25,0,0.011
SI,9/27/22,94,-2.1,6.54,"Mikolas, Miles",543939,571945,,foul,,,,,5,"Kolten Wong grounds out, second baseman Tommy Edman to first baseman Paul Goldschmidt.",R,L,R,MIL,STL,S,,,0,0,2022,-1.17,1.08,0.04,2.4,,,,2,6,Bot,,,,,668800,,,8.13607514,-136.4786141,-7.403937771,-16.4131749,29.56972211,-17.19837275,3.1,1.43,198,72.4,46,94,2295,6.4,661155,571945,668800,502671,669242,571448,657557,572816,666185,663457,54.1,,,,,,,,53,1,Sinker,1,6,1,6,6,1,1,6,Standard,Standard,211,0,-0.017
FF,9/27/22,92.6,-2,6.74,"Mikolas, Miles",592669,571945,field_out,hit_into_play,,,,,1,Hunter Renfroe flies out to shortstop Paul DeJong.,R,R,R,MIL,STL,X,6,fly_ball,1,2,2022,-0.44,1.08,-0.79,2.97,,,,1,6,Bot,115.25,123.65,,,668800,,,4.014809966,-134.7362408,-6.192490303,-6.174570039,29.177972,-17.84838256,3.35,1.53,193,80.7,57,92.6,2168,6.3,661155,571945,668800,502671,669242,571448,657557,572816,666185,663457,54.22,0.049,0.056,0,1,0,0,3,52,4,4-Seam Fastball,1,6,1,6,6,1,1,6,Standard,Standard,207,-0.007,-0.112
SI,9/27/22,92.6,-2.06,6.58,"Mikolas, Miles",592669,571945,,foul,,,,,13,Hunter Renfroe flies out to shortstop Paul DeJong.,R,R,R,MIL,STL,S,,,1,1,2022,-1.33,1.1,-0.95,2.38,,,,1,6,Bot,,,,,668800,,,5.751362994,-134.4624531,-7.216477313,-17.41663343,32.42050755,-17.34768174,3.35,1.53,4,100.2,-32,92,2201,6.3,661155,571945,668800,502671,669242,571448,657557,572816,666185,663457,54.22,,,,,,,,52,3,Sinker,1,6,1,6,6,1,1,6,Standard,Standard,209,0,-0.036
SI,9/27/22,92.8,-2.11,6.58,"Mikolas, Miles",592669,571945,,ball,,,,,13,Hunter Renfroe flies out to shortstop Paul DeJong.,R,R,R,MIL,STL,B,,,0,1,2022,-1.38,1.01,-0.98,1.44,,,,1,6,Bot,,,,,668800,,,5.904368227,-134.5973031,-9.438249124,-18.08070009,32.63635021,-17.88022977,3.29,1.5,,,,92.1,2197,6.3,661155,571945,668800,502671,669242,571448,657557,572816,666185,663457,54.21,,,,,,,,52,2,Sinker,1,6,1,6,6,1,1,6,Standard,Standard,211,0,0.016
FF,9/27/22,93.5,-2.36,6.61,"Mikolas, Miles",592669,571945,,foul,,,,,2,Hunter Renfroe flies out to shortstop Paul DeJong.,R,R,R,MIL,STL,S,,,0,0,2022,-0.53,1.31,-0.12,2.86,,,,1,6,Bot,,,,,668800,,,6.94358911,-135.7516779,-6.735851019,-8.246854471,33.20283267,-14.62758241,3.35,1.53,147,76.1,12,92.9,2288,6.3,661155,571945,668800,502671,669242,571448,657557,572816,666185,663457,54.21,,,,,,,,52,1,4-Seam Fastball,1,6,1,6,6,1,1,6,Standard,Standard,209,0,-0.024
FF,9/27/22,92.9,-2.09,6.68,"Mikolas, Miles",642133,571945,home_run,hit_into_play,,,,,5,Rowdy Tellez homers (34) on a fly ball to right center field.,R,L,R,MIL,STL,X,,fly_ball,0,2,2022,-0.62,1.22,-0.01,2.47,,,,1,6,Bot,173.59,45.96,,,668800,,,6.637382318,-135.0216898,-7.660594128,-8.997360251,28.67987053,-15.74045446,3.63,1.66,396,105.3,36,92.6,2298,6.1,661155,571945,668800,502671,669242,571448,657557,572816,666185,663457,54.37,0.591,1.193,2,1,0,3,6,51,3,4-Seam Fastball,0,6,0,6,6,1,1,6,Infield shift,Standard,210,0.018,1.055
CU,9/27/22,76.7,-1.94,6.77,"Mikolas, Miles",642133,571945,,foul,,,,,8,Rowdy Tellez homers (34) on a fly ball to right center field.,R,L,R,MIL,STL,S,,,0,1,2022,0.71,-1.37,0.12,1.89,,,,1,6,Bot,,,,,668800,,,3.059476119,-111.5645734,-0.713108922,5.178859764,23.62148688,-43.54780916,3.63,1.66,80,82.3,5,75.8,2651,6.1,661155,571945,668800,502671,669242,571448,657557,572816,666185,663457,54.45,,,,,,,,51,2,Curveball,0,6,0,6,6,0,0,6,Infield shift,Standard,28,0,-0.031
CU,9/27/22,76,-2,6.83,"Mikolas, Miles",642133,571945,,called_strike,,,,,2,Rowdy Tellez homers (34) on a fly ball to right center field.,R,L,R,MIL,STL,S,,,0,0,2022,0.71,-1.36,0.12,2.9,,,,1,6,Bot,,,,,668800,,,3.157521539,-110.4804584,1.421840491,5.066998172,23.35885093,-43.73188557,3.34,1.65,,,,75.2,2580,6.2,661155,571945,668800,502671,669242,571448,657557,572816,666185,663457,54.34,,,,,,,,51,1,Curveball,0,6,0,6,6,0,0,6,Infield shift,Standard,30,0,-0.024
FF,9/27/22,94.7,-2.04,6.69,"Mikolas, Miles",642715,571945,strikeout,swinging_strike,,,,,1,Willy Adames strikes out swinging.,R,R,R,MIL,STL,S,2,,1,2,2022,-0.64,1.52,-0.39,3.38,,,,0,6,Bot,,,,,668800,,,5.756591807,-137.6494621,-6.320380566,-9.465551828,31.81078042,-11.64554378,3.46,1.63,,,,94.6,2335,6.4,661155,571945,668800,502671,669242,571448,657557,572816,666185,663457,54.14,,,0,1,0,0,,50,4,4-Seam Fastball,0,6,0,6,6,0,0,6,Infield shift,Standard,209,-0.007,-0.158
SI,9/27/22,92.1,-2.01,6.76,"Mikolas, Miles",642715,571945,,foul,,,,,11,Willy Adames strikes out swinging.,R,R,R,MIL,STL,S,,,1,1,2022,-0.97,1.42,-1.2,2.88,,,,0,6,Bot,,,,,668800,,,4.162571127,-133.9725429,-7.091464127,-12.58904754,29.36835093,-13.77211585,3.46,1.63,77,68.8,7,92.3,2286,6.4,661155,571945,668800,502671,669242,571448,657557,572816,666185,663457,54.05,,,,,,,,50,3,Sinker,0,6,0,6,6,0,0,6,Infield shift,Standard,208,0,-0.054
FF,9/27/22,92.7,-2.35,6.63,"Mikolas, Miles",642715,571945,,called_strike,,,,,7,Willy Adames strikes out swinging.,R,R,R,MIL,STL,S,,,1,0,2022,-0.72,1.27,-0.38,2.15,,,,0,6,Bot,,,,,668800,,,6.596386525,-134.6463283,-8.382338767,-10.11682046,28.59587568,-15.10374309,3.34,1.62,,,,92.6,2387,6.3,661155,571945,668800,502671,669242,571448,657557,572816,666185,663457,54.22,,,,,,,,50,2,4-Seam Fastball,0,6,0,6,6,0,0,6,Infield shift,Standard,208,0,-0.043
CU,9/27/22,75.5,-2,6.77,"Mikolas, Miles",642715,571945,,ball,,,,,14,Willy Adames strikes out swinging.,R,R,R,MIL,STL,B,,,0,0,2022,0.8,-1.31,1.35,1.41,,,,0,6,Bot,,,,,668800,,,5.550305662,-109.792039,-1.6037744,5.33030178,21.73265558,-42.63058345,3.23,1.57,,,,75.1,2591,6.3,661155,571945,668800,502671,669242,571448,657557,572816,666185,663457,54.17,,,,,,,,50,1,Curveball,0,6,0,6,6,0,0,6,Infield shift,Standard,30,0,0.033
SL,9/27/22,88.4,-2.05,6.6,"Mikolas, Miles",592885,571945,field_out,hit_into_play,,,,,9,"Christian Yelich grounds out, second baseman Brendan Donovan to first baseman Paul Goldschmidt.",R,L,R,MIL,STL,X,4,ground_ball,1,1,2022,0.05,0.59,0.63,1.81,,669003,,2,5,Bot,151.2,151.14,,,668800,,,6.40912305,-128.6037627,-6.83277984,-0.693278391,25.53011484,-24.43875903,3.35,1.66,13,98.5,-7,88.4,2353,6.2,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.32,0.271,0.244,0,1,0,0,2,43,3,Slider,0,5,0,5,5,0,0,5,Strategic,Standard,192,-0.014,-0.298
FF,9/27/22,91.5,-1.86,6.68,"Mikolas, Miles",592885,571945,,foul,,,,,12,"Christian Yelich grounds out, second baseman Brendan Donovan to first baseman Paul Goldschmidt.",R,L,R,MIL,STL,S,,,1,0,2022,-0.52,1.33,0.91,3.16,,669003,,2,5,Bot,,,,,668800,,,8.069209903,-132.9489749,-5.833581655,-7.911711979,28.91880218,-15.32440125,3.35,1.66,147,58,47,91.1,2216,6.2,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.33,,,,,,,,43,2,4-Seam Fastball,0,5,0,5,5,0,0,5,Strategic,Standard,206,0,-0.053
CU,9/27/22,75.2,-1.92,6.76,"Mikolas, Miles",592885,571945,,ball,,,,,11,"Christian Yelich grounds out, second baseman Brendan Donovan to first baseman Paul Goldschmidt.",R,L,R,MIL,STL,B,,,0,0,2022,0.41,-1.41,-1.14,3.59,,669003,,2,5,Bot,,,,,668800,,,0.879813981,-109.3300188,3.173028156,3.077265523,22.14781259,-44.25963796,3.23,1.65,,,,74.4,2422,6.1,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.43,,,,,,,,43,1,Curveball,0,5,0,5,5,0,0,5,Strategic,Standard,32,0,0.037
FF,9/27/22,93.6,-2.06,6.59,"Mikolas, Miles",669003,571945,double,hit_into_play,,,,,5,Garrett Mitchell doubles (2) on a sharp fly ball to center fielder Dylan Carlson.,R,L,R,MIL,STL,X,8,fly_ball,3,2,2022,-0.57,1.3,0.08,2.35,,,,2,5,Bot,136.34,36.45,,,668800,,,6.771745727,-135.9516812,-8.066985613,-8.529557709,30.05498516,-14.40083593,3.43,1.57,401,101.2,27,93.6,2310,6.4,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.1,0.62,1.108,1.25,1,1,1,6,42,9,4-Seam Fastball,0,5,0,5,5,0,0,5,Strategic,Standard,214,0.01,0.203
SI,9/27/22,93.9,-2.18,6.48,"Mikolas, Miles",669003,571945,,ball,,,,,14,Garrett Mitchell doubles (2) on a sharp fly ball to center fielder Dylan Carlson.,R,L,R,MIL,STL,B,,,2,2,2022,-1.46,0.81,0.92,2.42,,,,2,5,Bot,,,,,668800,,,11.25479763,-136.2138031,-6.541122463,-20.66346961,30.10769176,-20.81722092,3.34,1.56,,,,93.7,2285,6.4,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.15,,,,,,,,42,8,Sinker,0,5,0,5,5,0,0,5,Strategic,Standard,211,0,0.033
SL,9/27/22,88.9,-2.05,6.59,"Mikolas, Miles",669003,571945,,ball,,,,,14,Garrett Mitchell doubles (2) on a sharp fly ball to center fielder Dylan Carlson.,R,L,R,MIL,STL,B,,,1,2,2022,0.38,0.13,0.66,0.52,,,,2,5,Bot,,,,,668800,,,5.823107592,-129.0825793,-9.025843771,2.880820214,28.9383438,-28.84976389,3.34,1.56,,,,88.4,2441,6.3,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.24,,,,,,,,42,7,Slider,0,5,0,5,5,0,0,5,Strategic,Standard,173,0,0.014
SI,9/27/22,94.1,-2.21,6.48,"Mikolas, Miles",669003,571945,,foul,,,,,3,Garrett Mitchell doubles (2) on a sharp fly ball to center fielder Dylan Carlson.,R,L,R,MIL,STL,S,,,1,2,2022,-0.84,1.43,0.56,3.12,,,,2,5,Bot,,,,,668800,,,9.04277511,-136.5823343,-6.150788627,-12.57518086,30.61361332,-13.02856762,3.43,1.57,136,74.1,13,93.9,2303,6.4,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.13,,,,,,,,42,6,Sinker,0,5,0,5,5,0,0,5,Standard,Standard,219,0,0
SL,9/27/22,85.4,-2.1,6.68,"Mikolas, Miles",669003,571945,,foul,,,,,6,Garrett Mitchell doubles (2) on a sharp fly ball to center fielder Dylan Carlson.,R,L,R,MIL,STL,S,,,1,2,2022,-0.2,-0.31,0.36,2.67,,,,2,5,Bot,,,,,668800,,,6.189657124,-124.3324259,-2.523181528,-3.333493,24.99720643,-35.11698702,3.43,1.57,4,64.6,-32,85.3,2363,6.2,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.3,,,,,,,,42,5,Slider,0,5,0,5,5,0,0,5,Strategic,Standard,61,0,0
SI,9/27/22,93.6,-2.18,6.46,"Mikolas, Miles",669003,571945,,foul,,,,,5,Garrett Mitchell doubles (2) on a sharp fly ball to center fielder Dylan Carlson.,R,L,R,MIL,STL,S,,,1,2,2022,-1.44,0.98,0.1,2.53,,,,2,5,Bot,,,,,668800,,,8.98901613,-135.8108281,-6.44944247,-19.81668627,31.51451396,-18.80134741,3.43,1.57,179,73.1,59,92.8,2278,6.1,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.39,,,,,,,,42,4,Sinker,0,5,0,5,5,0,0,5,Standard,Standard,219,0,0
CS,9/27/22,60.2,-2.09,6.59,"Mikolas, Miles",669003,571945,,ball,,,,,11,Garrett Mitchell doubles (2) on a sharp fly ball to center fielder Dylan Carlson.,R,L,R,MIL,STL,B,,,0,2,2022,0.42,-1.31,-2.25,2.42,,,,2,5,Bot,,,,,668800,,,-0.860536658,-87.39355685,4.107304266,2.259694725,15.09467476,-39.75799823,3.26,1.56,,,,59.6,1895,6.4,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.12,,,,,,,,42,3,Curveball,0,5,0,5,5,0,0,5,Standard,Standard,26,0,0.011
CU,9/27/22,77.2,-2,6.71,"Mikolas, Miles",669003,571945,,called_strike,,,,,4,Garrett Mitchell doubles (2) on a sharp fly ball to center fielder Dylan Carlson.,R,L,R,MIL,STL,S,,,0,1,2022,0.64,-1.34,-0.77,2.33,,,,2,5,Bot,,,,,668800,,,1.448818982,-112.3314981,0.186265127,5.050025359,23.76188495,-43.64525356,3.31,1.56,,,,76.7,2591,6.3,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.2,,,,,,,,42,2,Curveball,0,5,0,5,5,0,0,5,Standard,Standard,25,0,-0.023
FF,9/27/22,93.6,-2.12,6.54,"Mikolas, Miles",669003,571945,,called_strike,,,,,3,Garrett Mitchell doubles (2) on a sharp fly ball to center fielder Dylan Carlson.,R,L,R,MIL,STL,S,,,0,0,2022,-0.68,1.42,0.29,3.58,,,,2,5,Bot,,,,,668800,,,7.694410502,-136.0186922,-4.986288981,-10.16148891,32.35386857,-13.68600634,3.47,1.47,,,,93.2,2238,6.3,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.21,,,,,,,,42,1,4-Seam Fastball,0,5,0,5,5,0,0,5,Standard,Standard,216,0,-0.017
FF,9/27/22,93.9,-2.02,6.59,"Mikolas, Miles",553882,571945,strikeout,called_strike,,,,,8,Omar Narvaez called out on strikes.,R,L,R,MIL,STL,S,2,,2,2,2022,-0.73,1.56,-0.06,1.94,,,,1,5,Bot,,,,,668800,,,6.711025302,-136.2284683,-9.733567093,-10.60551543,31.11962542,-10.71394193,3.4,1.5,,,,93.7,2276,6.4,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.05,,,0,1,0,0,,41,5,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shift,Standard,210,-0.008,-0.134
FF,9/27/22,94.4,-2.02,6.64,"Mikolas, Miles",553882,571945,,ball,,,,,11,Omar Narvaez called out on strikes.,R,L,R,MIL,STL,B,,,1,2,2022,-0.35,1.51,-0.93,3.83,,,,1,5,Bot,,,,,668800,,,3.616606599,-137.4069627,-4.974846256,-5.277454142,31.43102397,-12.18088538,3.32,1.5,,,,94.3,2326,6.3,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.22,,,,,,,,41,4,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shift,Standard,209,0,0.023
FF,9/27/22,93.5,-2.09,6.67,"Mikolas, Miles",553882,571945,,foul,,,,,2,Omar Narvaez called out on strikes.,R,L,R,MIL,STL,S,,,1,1,2022,-0.63,1.62,0.06,3.21,,,,1,5,Bot,,,,,668800,,,6.899073117,-135.8009081,-6.660192453,-9.358295919,32.02770916,-10.88166801,3.32,1.51,218,73.6,28,93,2350,6.3,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.22,,,,,,,,41,3,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shift,Standard,212,0,-0.036
SI,9/27/22,92.7,-2.33,6.42,"Mikolas, Miles",553882,571945,,foul,,,,,4,Omar Narvaez called out on strikes.,R,L,R,MIL,STL,S,,,1,0,2022,-1.47,0.87,-0.55,2.4,,,,1,5,Bot,,,,,668800,,,7.733275628,-134.7029195,-6.359633887,-19.55799441,29.69753987,-20.31387726,3.32,1.51,191,72.6,23,92.5,2305,6.3,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.2,,,,,,,,41,2,Sinker,0,5,0,5,5,0,0,5,Infield shift,Standard,217,0,-0.031
CU,9/27/22,76.8,-2.03,6.73,"Mikolas, Miles",553882,571945,,ball,,,,,8,Omar Narvaez called out on strikes.,R,L,R,MIL,STL,B,,,0,0,2022,0.45,-1.4,-0.05,1.61,,,,1,5,Bot,,,,,668800,,,3.392531286,-111.7215405,-1.203465561,2.990446075,23.01940814,-43.78198352,3.28,1.49,,,,76.5,2485,6.4,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.11,,,,,,,,41,1,Curveball,0,5,0,5,5,0,0,5,Infield shift,Standard,30,0,0.023
SI,9/27/22,93.4,-2.16,6.4,"Mikolas, Miles",607054,571945,field_out,hit_into_play,,,,,7,"Jace Peterson grounds out softly, third baseman Nolan Arenado to first baseman Paul Goldschmidt.",R,L,R,MIL,STL,X,5,ground_ball,2,2,2022,-1.49,1.21,-0.33,1.83,,,,0,5,Bot,103.7,156.06,,,668800,,,7.989594007,-135.5639513,-8.608446023,-20.20452028,31.70987311,-15.48755024,3.11,1.41,4,58.6,-26,93,2182,6.4,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.13,0.06,0.06,0,1,0,0,1,40,6,Sinker,0,5,0,5,5,0,0,5,Strategic,Standard,219,-0.013,-0.195
CU,9/27/22,77.9,-2.01,6.64,"Mikolas, Miles",607054,571945,,ball,,,,,14,"Jace Peterson grounds out softly, third baseman Nolan Arenado to first baseman Paul Goldschmidt.",R,L,R,MIL,STL,B,,,1,2,2022,0.47,-1.46,0.33,0.34,,,,0,5,Bot,,,,,668800,,,4.15684965,-113.2225303,-3.809047081,3.06634985,24.26871807,-44.03145693,3.02,1.4,,,,77.2,2536,6.3,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.24,,,,,,,,40,5,Curveball,0,5,0,5,5,0,0,5,Strategic,Standard,26,0,0.037
FF,9/27/22,94.7,-2.02,6.67,"Mikolas, Miles",607054,571945,,foul,,,,,2,"Jace Peterson grounds out softly, third baseman Nolan Arenado to first baseman Paul Goldschmidt.",R,L,R,MIL,STL,S,,,1,2,2022,-0.22,1.41,-0.18,2.66,,,,0,5,Bot,,,,,668800,,,5.253768791,-137.6130929,-7.877925812,-4.025179244,31.30823686,-12.75069582,3.11,1.41,196,71.3,43,94.2,2379,6.1,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.35,,,,,,,,40,4,4-Seam Fastball,0,5,0,5,5,0,0,5,Strategic,Standard,212,0,0
SI,9/27/22,93.1,-2.3,6.51,"Mikolas, Miles",607054,571945,,ball,,,,,12,"Jace Peterson grounds out softly, third baseman Nolan Arenado to first baseman Paul Goldschmidt.",R,L,R,MIL,STL,B,,,0,2,2022,-1.35,1.19,1.61,2.35,,,,0,5,Bot,,,,,668800,,,12.91271674,-134.71987,-7.408983632,-19.33749194,29.81663263,-16.15239901,3.05,1.4,,,,92.4,2188,6.2,661155,571945,668800,502671,680977,571448,669242,572816,666185,663457,54.28,,,,,,,,40,3,Sinker,0,5,0,5,5,0,0,5,Strategic,Standard,213,0,0.017
