pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,9/9/22,90.5,-1.96,6.48,"Mikolas, Miles",641511,571945,,called_strike,,,,,5,Jason Delay singles on a line drive to right fielder Lars Nootbaar.   Cal Mitchell to 2nd.,R,R,R,PIT,STL,S,,,3,0,2022,-0.49,1.47,0.03,2.17,,,668751,0,5,Bot,,,,,668800,,,6.036588441,-131.5659156,-7.968870801,-7.015483018,27.64791618,-13.56625478,3.16,1.46,,,,90.7,2288,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.08,,,,,,,,38,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,211,0,-0.091
FF,9/9/22,91,-2.02,6.4,"Mikolas, Miles",641511,571945,,ball,,,,,9,Jason Delay singles on a line drive to right fielder Lars Nootbaar.   Cal Mitchell to 2nd.,R,R,R,PIT,STL,B,,,2,0,2022,-0.66,1.17,0.6,1.55,,,668751,0,5,Bot,,,,,668800,,,7.997989564,-132.0639984,-8.791850891,-9.39873923,26.84103362,-16.79225949,3.37,1.58,,,,91.2,2201,6.5,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.05,,,,,,,,38,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,216,0,0.178
FF,9/9/22,90,-1.87,6.57,"Mikolas, Miles",641511,571945,,ball,,,,,14,Jason Delay singles on a line drive to right fielder Lars Nootbaar.   Cal Mitchell to 2nd.,R,R,R,PIT,STL,B,,,1,0,2022,-0.58,1.2,0.95,1.43,,,668751,0,5,Bot,,,,,668800,,,8.232225831,-130.6544042,-9.350776881,-8.328129898,25.50179615,-16.65554688,3.43,1.47,,,,90.2,2217,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.13,,,,,,,,38,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Strategic,Standard,210,0,0.108
CU,9/9/22,75,-2.04,6.5,"Mikolas, Miles",641511,571945,,ball,,,,,14,Jason Delay singles on a line drive to right fielder Lars Nootbaar.   Cal Mitchell to 2nd.,R,R,R,PIT,STL,B,,,0,0,2022,0.68,-1.28,1.33,1.89,,,668751,0,5,Bot,,,,,668800,,,5.741465024,-109.0531316,0.016974168,4.251571465,21.5693315,-42.58314514,3.38,1.52,,,,74.6,2496,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.19,,,,,,,,38,1,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,29,0,0.059
FF,9/9/22,93,-1.98,6.57,"Mikolas, Miles",668751,571945,single,hit_into_play,,,,,5,"Cal Mitchell singles on a line drive to center fielder Tyler O'Neill, deflected by third baseman Nolan Arenado.",R,L,R,PIT,STL,X,5,line_drive,1,0,2022,-0.55,1.08,0.12,2.79,,,,0,5,Bot,107.71,118.52,,,668800,,,6.595324776,-135.183147,-6.308992769,-8.123872322,29.01342071,-17.67698517,3.49,1.71,167,96.6,7,93.3,2290,6.5,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54,0.617,0.586,0.9,1,1,0,4,37,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shift,Standard,212,0.033,0.361
FF,9/9/22,92.6,-2.06,6.52,"Mikolas, Miles",668751,571945,,ball,,,,,11,"Cal Mitchell singles on a line drive to center fielder Tyler O'Neill, deflected by third baseman Nolan Arenado.",R,L,R,PIT,STL,B,,,0,0,2022,-0.72,1.15,-1.16,3.39,,,,0,5,Bot,,,,,668800,,,3.881201579,-134.7725896,-4.681550167,-9.665647233,30.5411269,-17.36967605,3.45,1.64,,,,92.6,2208,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.15,,,,,,,,37,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shift,Standard,213,0,0.033
SI,9/9/22,92.3,-2.04,6.39,"Mikolas, Miles",656308,571945,strikeout,called_strike,,,,,9,Michael Chavis called out on strikes.,R,R,R,PIT,STL,S,2,,3,2,2022,-1.26,1,0.65,1.93,,663647,669261,2,4,Bot,,,,,668800,,,9.595349074,-133.9266425,-7.730488467,-17.15907013,27.85430144,-18.61097055,3.36,1.47,,,,92.6,2158,6.6,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,53.94,,,0,1,0,0,,33,6,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,211,-0.041,-0.461
FF,9/9/22,94.8,-1.68,6.55,"Mikolas, Miles",656308,571945,,ball,,,,,13,Michael Chavis called out on strikes.,R,R,R,PIT,STL,B,,,2,2,2022,-0.44,1.28,-0.21,1.39,,663647,669261,2,4,Bot,,,,,668800,,,4.842097581,-137.6745726,-10.71849871,-6.63486838,28.63407114,-13.72265318,3.36,1.52,,,,95.2,2287,6.5,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.02,,,,,,,,33,5,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,208,0,0.104
SI,9/9/22,94.6,-1.93,6.58,"Mikolas, Miles",656308,571945,,ball,,,,,12,Michael Chavis called out on strikes.,R,R,R,PIT,STL,B,,,1,2,2022,-0.87,1.14,1.48,2.78,,663647,669261,2,4,Bot,,,,,668800,,,10.79168613,-137.2571512,-6.754941643,-13.32647525,29.26861036,-16.41249028,3.41,1.57,,,,94.5,2204,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.17,,,,,,,,33,4,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,213,0,0.038
FF,9/9/22,92.9,-1.77,6.67,"Mikolas, Miles",656308,571945,,foul,,,,,12,Michael Chavis called out on strikes.,R,R,R,PIT,STL,S,,,1,1,2022,-0.53,1.47,0.17,3.77,,663647,669261,2,4,Bot,,,,,668800,,,6.143185476,-135.1443672,-4.865526266,-7.862271054,28.4662903,-13.21445764,3.37,1.56,249,74.9,34,93,2201,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.22,,,,,,,,33,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,202,0,-0.102
SI,9/9/22,93.5,-1.87,6.5,"Mikolas, Miles",656308,571945,,foul,,,,,6,Michael Chavis called out on strikes.,R,R,R,PIT,STL,S,,,1,0,2022,-1.02,1.17,0.33,2.3,,663647,669261,2,4,Bot,,,,,668800,,,7.935917901,-135.8865192,-7.696041799,-14.39835783,28.17680112,-16.12206568,3.37,1.56,201,79.3,54,93.8,2261,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.08,,,,,,,,33,2,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,208,0,-0.078
SL,9/9/22,88,-1.81,6.6,"Mikolas, Miles",656308,571945,,ball,,,,,14,Michael Chavis called out on strikes.,R,R,R,PIT,STL,B,,,0,0,2022,0.14,0.41,1.5,1.45,,663647,669261,2,4,Bot,,,,,668800,,,7.74354324,-127.9062177,-7.318394177,0.2087767,22.42518701,-26.47378962,3.29,1.47,,,,88.6,2310,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.09,,,,,,,,33,1,Slider,1,0,1,0,0,1,1,0,Standard,Standard,181,0,0.054
CU,9/9/22,75.5,-1.93,6.48,"Mikolas, Miles",669261,571945,walk,ball,,,,,14,Jack Suwinski walks.   Ke'Bryan Hayes to 2nd.,R,L,R,PIT,STL,B,,,3,2,2022,0.38,-1.19,1.53,1.41,,,663647,2,4,Bot,,,,,668800,,,6.541671161,-109.7261172,-1.25908317,1.790166366,20.74550662,-41.74585435,3.22,1.57,,,,75.4,2480,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.08,,,0.7,1,0,0,,32,7,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,30,0.019,0.19
SI,9/9/22,92.7,-1.95,6.52,"Mikolas, Miles",669261,571945,,ball,,,,,11,Jack Suwinski walks.   Ke'Bryan Hayes to 2nd.,R,L,R,PIT,STL,B,,,2,2,2022,-1.26,1.08,-0.85,3.3,,,663647,2,4,Bot,,,,,668800,,,5.542943202,-134.798245,-4.763800889,-16.5622338,30.46542924,-18.2050621,3.31,1.5,,,,92.4,2200,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.25,,,,,,,,32,6,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,214,0,0.069
FF,9/9/22,95.4,-1.61,6.55,"Mikolas, Miles",669261,571945,,foul,,,,,5,Jack Suwinski walks.   Ke'Bryan Hayes to 2nd.,R,L,R,PIT,STL,S,,,2,2,2022,-0.63,1.47,0.17,2.25,,,663647,2,4,Bot,,,,,668800,,,6.095726072,-138.6425406,-9.019423797,-9.459050168,28.50215992,-11.35579039,3.45,1.62,232,79.8,50,95.6,2422,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.22,,,,,,,,32,5,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,209,0,0
FF,9/9/22,95.2,-1.71,6.58,"Mikolas, Miles",669261,571945,,ball,,,,,11,Jack Suwinski walks.   Ke'Bryan Hayes to 2nd.,R,L,R,PIT,STL,B,,,1,2,2022,-0.68,1.27,-0.9,3.66,,,663647,2,4,Bot,,,,,668800,,,3.633277997,-138.6157303,-4.874155986,-9.524104024,29.4696547,-14.92604224,3.41,1.54,,,,95.3,2328,6.2,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.32,,,,,,,,32,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,208,0,0.029
CU,9/9/22,77.6,-1.84,6.62,"Mikolas, Miles",669261,571945,,blocked_ball,,,,,14,Jack Suwinski walks.   Ke'Bryan Hayes to 2nd.,R,L,R,PIT,STL,B,,,0,2,2022,0.37,-1.31,0.61,-0.17,,,663647,2,4,Bot,,,,,668800,,,4.558918576,-112.7754642,-5.102491027,2.179626785,23.03178563,-42.48009018,3.36,1.5,,,,77.2,2635,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.15,,,,,,,,32,3,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,31,0,0.023
SI,9/9/22,93.5,-1.87,6.54,"Mikolas, Miles",669261,571945,,swinging_strike,,,,,13,Jack Suwinski walks.   Ke'Bryan Hayes to 2nd.,R,L,R,PIT,STL,S,,,0,1,2022,-1.22,1.11,-1.17,2.05,,,663647,2,4,Bot,,,,,668800,,,4.498725571,-135.956211,-8.251076299,-16.16450101,30.38289018,-16.78055637,3.45,1.62,,,,93.4,2230,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.19,,,,,,,,32,2,Sinker,1,0,1,0,0,1,1,0,Infield shift,Standard,207,0,-0.048
FF,9/9/22,92.6,-1.97,6.54,"Mikolas, Miles",669261,571945,,swinging_strike,,,,,3,Jack Suwinski walks.   Ke'Bryan Hayes to 2nd.,R,L,R,PIT,STL,S,,,0,0,2022,-0.5,1.24,0.44,3.05,,,663647,2,4,Bot,,,,,668800,,,7.236754541,-134.6439812,-5.830725961,-7.624387587,27.66151263,-15.97484019,3.45,1.62,,,,92.7,2240,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.23,,,,,,,,32,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shift,Standard,212,0,-0.035
SI,9/9/22,92.5,-2.07,6.43,"Mikolas, Miles",663647,571945,single,hit_into_play,,,,,4,Ke'Bryan Hayes singles on a ground ball to left fielder Corey Dickerson.,R,R,R,PIT,STL,X,7,ground_ball,2,0,2022,-0.95,0.98,-0.38,2.03,,,,2,4,Bot,92.57,108.2,,,668800,,,6.387828189,-134.5067004,-7.588051514,-12.85864298,27.51492249,-18.84297523,3.16,1.51,29,111.9,-3,92.8,2175,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.11,0.466,0.419,0.9,1,1,0,4,31,3,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,207,0.011,0.08
CU,9/9/22,78.4,-1.96,6.61,"Mikolas, Miles",663647,571945,,ball,,,,,14,Ke'Bryan Hayes singles on a ground ball to left fielder Corey Dickerson.,R,R,R,PIT,STL,B,,,1,0,2022,0.71,-1.22,1.39,0.64,,,,2,4,Bot,,,,,668800,,,5.934151574,-114.0338736,-3.721679682,4.969540093,23.14344133,-42.17718703,3.12,1.52,,,,78.2,2677,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.08,,,,,,,,31,2,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,29,0,0.023
SL,9/9/22,90.4,-2.16,6.44,"Mikolas, Miles",663647,571945,,ball,,,,,14,Ke'Bryan Hayes singles on a ground ball to left fielder Corey Dickerson.,R,R,R,PIT,STL,B,,,0,0,2022,0.25,0.62,0.98,1.83,,,,2,4,Bot,,,,,668800,,,7.29857612,-131.4813048,-6.931073712,1.543587927,24.20711166,-23.80241377,3.17,1.52,,,,90.9,2280,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.16,,,,,,,,31,1,Slider,1,0,1,0,0,1,1,0,Standard,Standard,203,0,0.015
CU,9/9/22,76.6,-1.98,6.59,"Mikolas, Miles",592325,571945,field_out,hit_into_play,,,,,8,Ben Gamel flies out to right fielder Lars Nootbaar.,R,L,R,PIT,STL,X,9,fly_ball,1,1,2022,0.79,-1.38,-0.04,1.43,,,,1,4,Bot,185.51,106.85,,,668800,,,2.657777111,-111.4316465,-1.279241284,5.976812343,22.98744345,-43.5037295,3.29,1.55,272,77.9,34,76.2,2623,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.15,0.089,0.08,0,1,0,0,3,30,3,Curveball,1,0,1,0,0,1,1,0,Infield shift,Standard,25,-0.015,-0.148
CU,9/9/22,76.7,-1.97,6.67,"Mikolas, Miles",592325,571945,,ball,,,,,11,Ben Gamel flies out to right fielder Lars Nootbaar.,R,L,R,PIT,STL,B,,,0,1,2022,0.86,-1.35,-1.57,3.54,,,,1,4,Bot,,,,,668800,,,-0.708923645,-111.5998783,2.934102888,7.248342609,23.07820459,-44.1880581,3.31,1.47,,,,76.1,2635,6.2,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.29,,,,,,,,30,2,Curveball,1,0,1,0,0,1,1,0,Infield shift,Standard,30,0,0.016
CU,9/9/22,77.6,-2.03,6.56,"Mikolas, Miles",592325,571945,,called_strike,,,,,8,Ben Gamel flies out to right fielder Lars Nootbaar.,R,L,R,PIT,STL,S,,,0,0,2022,0.74,-1.26,0.1,1.51,,,,1,4,Bot,,,,,668800,,,3.210796663,-112.9338422,-1.504769052,5.591168412,22.91489891,-42.76368692,3.31,1.45,,,,77.2,2613,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.25,,,,,,,,30,1,Curveball,1,0,1,0,0,1,1,0,Infield shift,Standard,33,0,-0.024
FF,9/9/22,93.8,-2.06,6.51,"Mikolas, Miles",666801,571945,strikeout,swinging_strike,,,,,12,Rodolfo Castro strikes out swinging.,R,L,R,PIT,STL,S,2,,1,2,2022,-0.19,1.07,0.29,4,,,,0,4,Bot,,,,,668800,,,6.47878954,-136.4916415,-3.128970007,-3.807040176,30.96648213,-18.29399344,3.5,1.62,,,,93.7,2325,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.18,,,0,1,0,0,,29,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Strategic,Standard,208,-0.02,-0.158
FF,9/9/22,93.8,-1.99,6.61,"Mikolas, Miles",666801,571945,,ball,,,,,11,Rodolfo Castro strikes out swinging.,R,L,R,PIT,STL,B,,,0,2,2022,-0.26,1.2,-0.32,5.07,,,,0,4,Bot,,,,,668800,,,4.888956183,-136.445878,-0.866921151,-4.435622822,32.03993664,-17.26290785,3.5,1.57,,,,93.1,2305,6.1,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.45,,,,,,,,29,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Strategic,Standard,215,0,0.017
CU,9/9/22,77,-1.86,6.58,"Mikolas, Miles",666801,571945,,called_strike,,,,,9,Rodolfo Castro strikes out swinging.,R,L,R,PIT,STL,S,,,0,1,2022,0.89,-1.34,0.28,1.93,,,,0,4,Bot,,,,,668800,,,2.933950765,-112.0720008,-0.33784983,6.730844623,24.07718729,-43.51697367,3.37,1.49,,,,76.4,2604,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.22,,,,,,,,29,2,Curveball,1,0,1,0,0,1,1,0,Infield shift,Standard,32,0,-0.046
FF,9/9/22,92.8,-2.1,6.49,"Mikolas, Miles",666801,571945,,called_strike,,,,,2,Rodolfo Castro strikes out swinging.,R,L,R,PIT,STL,S,,,0,0,2022,-0.55,1.23,-0.25,3.06,,,,0,4,Bot,,,,,668800,,,5.940691895,-134.9579755,-5.683640686,-8.064432712,29.76831807,-16.10120268,3.52,1.63,,,,92.8,2255,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.15,,,,,,,,29,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shift,Standard,212,0,-0.034
CU,9/9/22,77.3,-1.86,6.62,"Mikolas, Miles",668804,571945,double_play,hit_into_play,,,,,11,"Bryan Reynolds lines into a double play, second baseman Brendan Donovan to shortstop Tommy Edman.   Oneil Cruz out at 2nd.",R,L,R,PIT,STL,X,4,line_drive,1,1,2022,0.63,-1.37,-0.83,2.28,668751,665833,,1,3,Bot,143.35,140.33,,,668800,,,1.041527991,-112.4677066,0.300389798,5.044667041,23.16629607,-43.94759129,3.06,1.46,158,97,11,76.7,2506,6.2,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.33,0.837,0.817,0,1,0,0,4,22,3,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,34,-0.123,-0.361
SI,9/9/22,92.9,-1.96,6.47,"Mikolas, Miles",668804,571945,,called_strike,,,,,12,"Bryan Reynolds lines into a double play, second baseman Brendan Donovan to shortstop Tommy Edman.   Oneil Cruz out at 2nd.",R,L,R,PIT,STL,S,,,1,0,2022,-1.21,1.14,0.42,3.17,668751,665833,,1,3,Bot,,,,,668800,,,8.747172577,-134.8761277,-5.11465271,-16.72092328,29.86345883,-17.35510822,2.99,1.37,,,,92.8,2194,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.08,,,,,,,,22,2,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,213,0,-0.077
SL,9/9/22,88.3,-1.85,6.63,"Mikolas, Miles",668804,571945,,ball,,,,,12,"Bryan Reynolds lines into a double play, second baseman Brendan Donovan to shortstop Tommy Edman.   Oneil Cruz out at 2nd.",R,L,R,PIT,STL,B,,,0,0,2022,0.49,0.53,1.17,3.38,668751,665833,,1,3,Bot,,,,,668800,,,6.321883389,-128.4893055,-2.972325279,4.219650684,25.08717181,-25.85359352,3.04,1.51,,,,88.5,2222,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.21,,,,,,,,22,1,Slider,1,0,1,0,0,1,1,0,Standard,Standard,192,0,0.039
CU,9/9/22,74.1,-2.08,6.46,"Mikolas, Miles",665833,571945,double,hit_into_play,,,,,9,Oneil Cruz doubles (9) on a ground ball to right fielder Lars Nootbaar.   Cal Mitchell to 3rd.,R,L,R,PIT,STL,X,9,ground_ball,3,2,2022,0.64,-1.13,0.36,1.89,,,668751,1,3,Bot,212.99,106.99,,,668800,,,3.871918937,-107.879447,-0.0671212,4.252911222,20.04800094,-41.19134115,3.85,1.82,66,109,1,74,2413,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.12,0.514,0.463,1.25,1,1,1,4,21,6,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,27,0.077,0.846
FF,9/9/22,91.9,-1.83,6.57,"Mikolas, Miles",665833,571945,,foul,,,,,6,Oneil Cruz doubles (9) on a ground ball to right fielder Lars Nootbaar.   Cal Mitchell to 3rd.,R,L,R,PIT,STL,S,,,3,1,2022,-0.63,1.31,0.39,2.8,,,668751,1,3,Bot,,,,,668800,,,7.010764277,-133.6423299,-6.587332864,-9.06157,27.31468647,-15.27933647,3.85,1.82,238,87.1,51,92.4,2161,6.5,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.01,,,,,,,,21,5,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,210,0,-0.099
CU,9/9/22,76.3,-1.95,6.5,"Mikolas, Miles",665833,571945,,ball,,,,,14,Oneil Cruz doubles (9) on a ground ball to right fielder Lars Nootbaar.   Cal Mitchell to 3rd.,R,L,R,PIT,STL,B,,,2,1,2022,0.71,-1.14,0.94,1.97,,,668751,1,3,Bot,,,,,668800,,,4.830354445,-111.0517594,-0.380552456,4.894823164,21.41934348,-41.72770597,3.85,1.77,,,,76.2,2491,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.09,,,,,,,,21,4,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,32,0,0.102
SI,9/9/22,91.9,-1.94,6.51,"Mikolas, Miles",665833,571945,,foul,,,,,2,Oneil Cruz doubles (9) on a ground ball to right fielder Lars Nootbaar.   Cal Mitchell to 3rd.,R,L,R,PIT,STL,S,,,2,0,2022,-1.1,0.95,-0.14,3.24,,,668751,1,3,Bot,,,,,668800,,,6.962922761,-133.7220985,-4.501205152,-14.67746558,27.57468697,-20.03090818,3.85,1.82,176,70.1,32,92.3,2195,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.06,,,,,,,,21,3,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,209,0,-0.065
CU,9/9/22,75.8,-1.7,6.58,"Mikolas, Miles",665833,571945,,ball,,,,,9,Oneil Cruz doubles (9) on a ground ball to right fielder Lars Nootbaar.   Cal Mitchell to 3rd.,R,L,R,PIT,STL,B,,,1,0,2022,0.78,-1.31,0.67,1.7,,,668751,1,3,Bot,,,,,668800,,,3.57200841,-110.3170859,-0.760834766,5.686900054,19.93841986,-42.93415398,3.77,1.77,,,,75.9,2609,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.11,,,,,,,,21,2,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,28,0,0.08
CU,9/9/22,74.9,-1.88,6.67,"Mikolas, Miles",665833,571945,,ball,,,,,11,Oneil Cruz doubles (9) on a ground ball to right fielder Lars Nootbaar.   Cal Mitchell to 3rd.,R,L,R,PIT,STL,B,,,0,0,2022,0.78,-1.31,-1.01,3.65,,,668751,1,3,Bot,,,,,668800,,,0.417066001,-109.0087463,3.209589997,6.167693367,18.73511705,-43.3889547,3.87,1.82,,,,74.9,2457,6.2,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.26,,,,,,,,21,1,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,32,0,0.042
CU,9/9/22,75.1,-2.02,6.42,"Mikolas, Miles",641511,571945,strikeout,swinging_strike,,,,,14,Jason Delay strikes out swinging.,R,R,R,PIT,STL,S,2,,3,2,2022,0.56,-1.13,1.08,1.52,,,668751,0,3,Bot,,,,,668800,,,5.445513536,-109.2625227,-0.983582899,3.532352611,18.97902675,-41.30094301,3.33,1.54,,,,75.3,2405,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.09,,,0,1,0,0,,20,8,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,28,-0.03,-0.482
SI,9/9/22,91.6,-1.99,6.43,"Mikolas, Miles",641511,571945,,foul,,,,,3,Jason Delay strikes out swinging.,R,R,R,PIT,STL,S,,,3,2,2022,-1.19,0.8,0.45,2.82,,,668751,0,3,Bot,,,,,668800,,,8.777724699,-133.1615437,-5.071271216,-15.95273163,24.55774743,-21.73839287,3.33,1.54,120,87.5,6,92.6,2150,6.6,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,53.89,,,,,,,,20,7,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,213,0,0
FF,9/9/22,93.3,-1.82,6.62,"Mikolas, Miles",641511,571945,,foul,,,,,4,Jason Delay strikes out swinging.,R,R,R,PIT,STL,S,,,3,2,2022,-0.46,1.35,-0.6,2.65,,,668751,0,3,Bot,,,,,668800,,,4.151745185,-135.7402115,-7.474594316,-6.581213707,28.22848347,-14.01196541,3.33,1.54,161,64.1,30,93.8,2237,6.5,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.04,,,,,,,,20,6,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,205,0,0
FF,9/9/22,91.9,-1.91,6.54,"Mikolas, Miles",641511,571945,,foul,,,,,6,Jason Delay strikes out swinging.,R,R,R,PIT,STL,S,,,3,1,2022,-0.37,1.23,0.39,2.32,,,668751,0,3,Bot,,,,,668800,,,6.633740882,-133.4931504,-7.495617441,-5.822201245,28.7758243,-16.06931857,3.33,1.54,202,71.9,38,92.2,2335,6.5,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,53.96,,,,,,,,20,5,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,212,0,-0.127
FF,9/9/22,93.4,-1.92,6.54,"Mikolas, Miles",641511,571945,,ball,,,,,14,Jason Delay strikes out swinging.,R,R,R,PIT,STL,B,,,2,1,2022,-0.37,1.17,0.53,1.04,,,668751,0,3,Bot,,,,,668800,,,7.149829854,-135.5478605,-10.96919149,-6.159057713,29.08964782,-15.54570159,3.33,1.54,,,,93.5,2415,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.07,,,,,,,,20,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,211,0,0.174
SL,9/9/22,86.4,-1.86,6.58,"Mikolas, Miles",641511,571945,,ball,,,,,14,Jason Delay strikes out swinging.,R,R,R,PIT,STL,B,,,1,1,2022,0.3,0.24,0.63,1.19,,,668751,0,3,Bot,,,,,668800,,,5.309225074,-125.6936218,-7.183032535,2.23275628,22.5572759,-28.47511945,3.28,1.54,,,,86.8,2405,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.21,,,,,,,,20,3,Slider,1,0,1,0,0,1,1,0,Standard,Standard,201,0,0.096
FF,9/9/22,92.1,-1.98,6.5,"Mikolas, Miles",641511,571945,,called_strike,,,,,3,Jason Delay strikes out swinging.,R,R,R,PIT,STL,S,,,1,0,2022,-0.34,1.18,0.63,2.8,,,668751,0,3,Bot,,,,,668800,,,7.354924651,-133.8720087,-6.148075847,-5.555772368,27.05832709,-16.869413,3.33,1.56,,,,92.4,2343,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.09,,,,,,,,20,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,206,0,-0.074
